question,option_1,option_2,option_3,option_4,source,answer,type,num_voters
Qay biri to‘g‘ri?,Universitetimizga turkiyalik olimlar tashrif buyurdi.,Universitetimizga Turkiyalik olimlar tashrif buyurdi.,Universitetimizga turkiyalik Olimlar tashrif buyurdi.,Universitetimizga Turkiyalik Olimlar tashrif buyurdi.,https://t.me/oriftolib/3376,1,correct_word,"[1421, 707]"
Qay biri to‘g‘ri?,Unniqmoq,Uniqmoq,Unnqmoq,Unqmoq,https://t.me/oriftolib/1755,1,correct_word,"[498, 901]"
Qay biri to‘g‘ri?,Unumli,Unimli,Unumlu,Unimlu,https://t.me/xatoliklar/1324,1,correct_word,"[11827, 1375]"
Qay biri to‘g‘ri?,Unutmoq,Unitmoq,Unudmoq,Unidmoq,https://t.me/xatoliklar/488,1,correct_word,"[12855, 1219]"
Qay biri to‘g‘ri?,Uqdirmoq,Uqtirmoq,Uqdurmoq,Uqturmoq,https://t.me/oriftolib/1790,2,correct_word,"[382, 1501]"
Qay biri to‘g‘ri?,Urilmoq,Urulmoq,Urlimoq,Urlmoq,https://t.me/xatoliklar/953,1,correct_word,"[16183, 4413]"
Qay biri to‘g‘ri?,Urush-jang,Urish-jang,Urushjang,Urishjang,https://t.me/oriftolib/3757,2,correct_word,"[1956, 593]"
Qay biri to‘g‘ri?,Urush-janjal,Urish-janjal,Urushjanjal,Urishjanjal,https://t.me/oriftolib/3756,1,correct_word,"[1325, 1219]"
Qay biri to‘g‘ri?,Uskuna,Uskina,Uskona,Uskena,https://t.me/xatoliklar/1114,1,correct_word,"[16835, 1138]"
Qay biri to‘g‘ri?,Ustamon,Ustomon,Ustaman,Ustoman,https://t.me/oriftolib/1830,2,correct_word,"[1034, 983]"
Qay biri to‘g‘ri?,Ustomonlik,Ustamonlik,Ustomanlik,Ustamanlik,https://t.me/xatoliklar/533,1,correct_word,"[5174, 11119]"
Qay biri to‘g‘ri?,Uvuldiriq,Uvildiriq,Uvuldiruq,Uvildiruq,https://t.me/oriftolib/1886,1,correct_word,"[678, 1090]"
Qay biri to‘g‘ri?,Uydan chiqgan,Uydan chiqqan,Uydan chiqkan,Uydan chikkan,https://t.me/xatoliklar/1206,2,correct_word,"[3400, 11534]"
Qay biri to‘g‘ri?,Uydurma,Uydirma,Uidurma,Uidirma,https://t.me/xatoliklar/1893,2,correct_word,"[1921, 5450]"
Qay biri to‘g‘ri?,Uyg‘otmoq,Uyg‘atmoq,Uygotmoq,Uygatmoq,https://t.me/xatoliklar/1914,1,correct_word,"[6355, 1304]"
Qay biri to‘g‘ri?,Uyqichi,Uyquchi,Uyqichu,Uyquchu,https://t.me/xatoliklar/1569,2,correct_word,"[3439, 7546]"
Qay biri to‘g‘ri?,Uyqu,Uyqi,Oʻyqu,Oʻyqi,https://t.me/xatoliklar/1880,1,correct_word,"[7788, 820]"
Qay biri to‘g‘ri?,Uyquingiz,Uyqungiz,Uyqingiz,Uyquyingiz,https://t.me/xatoliklar/2221,2,correct_word,"[1276, 4905]"
Qay biri to‘g‘ri?,Uzilish,Uzulish,Uzilush,Uzulush,https://t.me/oriftolib/977,1,correct_word,"[575, 149]"
Qay biri to‘g‘ri?,Uzluksiz,Uzliksiz,Uziluksiz,Uziliksiz,https://t.me/xatoliklar/851,1,correct_word,"[14450, 4043]"
Qay biri to‘g‘ri?,Uzr,Uzur,Uzir,Uzri,https://t.me/xatoliklar/389,1,correct_word,"[10216, 2460]"
Qay biri to‘g‘ri?,Uzul-kesil hal qildi.,Uzil-kesil hal qildi.,Uzul kesil hal qildi.,Uzil kesil hal qildi.,https://t.me/oriftolib/3453,2,correct_word,"[657, 1954]"
Qay biri to‘g‘ri?,Uzulish,Uzilish,Uzulush,Uzilush,https://t.me/oriftolib/3452,2,correct_word,"[552, 1849]"
Qay biri to‘g‘ri?,"Uzur, do‘stim!","Uzr, do‘stim!","Uzir, do‘stim!","Uzri, do‘stim!",https://t.me/xatoliklar/2289,2,correct_word,"[1028, 5572]"
Qay biri to‘g‘ri?,Va nihoyat,Vanihoyat,Va-nihoyat,Vani hoyat,https://t.me/oriftolib/2048,1,correct_word,"[1082, 567]"
Qay biri to‘g‘ri?,Vakum,Vakuum,Vaakum,Vaakuum,https://t.me/oriftolib/1820,2,correct_word,"[740, 1260]"
Qay biri to‘g‘ri?,Varaq,Varoq,Voraq,Voroq,https://t.me/xatoliklar/2050,1,correct_word,"[4221, 3232]"
Qay biri to‘g‘ri?,Video,Vidio,Vidyo,Vidiyo,https://t.me/xatoliklar/2045,1,correct_word,"[7004, 300]"
Qay biri to‘g‘ri?,Video lavha,Videolavha,Video-lavha,Vidyolavha,https://t.me/xatoliklar/1102,2,correct_word,"[9214, 6975]"
Qay biri to‘g‘ri?,Virtual,Vertual,Virtuval,Vertuval,https://t.me/oriftolib/1664,1,correct_word,"[903, 476]"
Qay biri to‘g‘ri?,Vogzal,Vokzal,Vagzal,Vakzal,https://t.me/xatoliklar/988,2,correct_word,"[3536, 16568]"
Qay biri to‘g‘ri?,Volleybol,Voleybol,Volliybol,Voliybol,https://t.me/xatoliklar/1999,2,correct_word,"[2417, 5135]"
Qay biri to‘g‘ri?,Voucher,Vaucher,Vovcher,Vavcher,https://t.me/xatoliklar/2197,2,correct_word,"[780, 5242]"
Qay biri to‘g‘ri?,"Voy-boʻ, namuncha vahima qilasan?!","Voyboʻ, namuncha vahima qilasan?!","Voy-boʻ, namun-cha vahima qilasan?!","Voyboʻ, namun-cha vahima qilasan?!",https://t.me/oriftolib/3860,2,correct_word,"[1044, 1002]"
Qay biri to‘g‘ri?,Voz kechmoq,Vos kechmoq,Voz gechmoq,Vos gechmoq,https://t.me/xatoliklar/570,1,correct_word,"[11772, 3499]"
Qay biri to‘g‘ri?,Xafa bo‘lmoq,Hafa bo‘lmoq,Xaffa bo‘lmoq,Haffa bo‘lmoq,https://t.me/xatoliklar/1137,1,correct_word,"[10549, 5632]"
Qay biri to‘g‘ri?,Xalifa,Halifa,Xalfa,Halfa,https://t.me/xatoliklar/2275,1,correct_word,"[3429, 2971]"
Qay biri to‘g‘ri?,Xalloslamoq,Halloslamoq,Xaloslamoq,Haloslamoq,https://t.me/oriftolib/1858,2,correct_word,"[791, 1219]"
Qay biri to‘g‘ri?,Xalol,Halol,Xolol,Holol,https://t.me/xatoliklar/1049,2,correct_word,"[2931, 17449]"
Qay biri to‘g‘ri?,Xalq sayili,Xalq sayli,Xalq sayilli,Xalq saili,https://t.me/xatoliklar/2008,2,correct_word,"[1849, 5390]"
Qay biri to‘g‘ri?,Xalqbob,Xalqbop,Xaliqbob,Xaliqbop,https://t.me/xatoliklar/2294,2,correct_word,"[1976, 4958]"
Qay biri to‘g‘ri?,Xalqob suv,Halqob suv,Xaliqob suv,Haliqob suv,https://t.me/oriftolib/1358,2,correct_word,"[486, 394]"
Qay biri to‘g‘ri?,Xarajat,Harajat,Xarajad,Harajad,https://t.me/xatoliklar/687,1,correct_word,"[11100, 9913]"
Qay biri to‘g‘ri?,Xarom,Harom,Xoram,Horam,https://t.me/xatoliklar/1052,2,correct_word,"[6863, 11015]"
Qay biri to‘g‘ri?,Xasad,Hasad,Xasat,Hasat,https://t.me/xatoliklar/1937,2,correct_word,"[3202, 5395]"
Qay biri to‘g‘ri?,Xatto,Hatto,Xatta,Hatta,https://t.me/xatoliklar/482,2,correct_word,"[6159, 8346]"
Qay biri to‘g‘ri?,Xattot,Hattot,Xattod,Hattod,https://t.me/xatoliklar/483,1,correct_word,"[8431, 5915]"
Qay biri to‘g‘ri?,Xavas,Havas,Xafas,Hafas,https://t.me/xatoliklar/1936,2,correct_word,"[1276, 7298]"
Qay biri to‘g‘ri?,Xavf,Xafv,Xavif,Xafiv,https://t.me/xatoliklar/386,1,correct_word,"[11749, 1537]"
Qay biri to‘g‘ri?,Xavotir,Havotir,Xavotr,Havotr,https://t.me/xatoliklar/1280,1,correct_word,"[7452, 6108]"
Qay biri to‘g‘ri?,Xaydalmoq,Haydalmoq,Xaidalmoq,Haidalmoq,https://t.me/xatoliklar/1818,2,correct_word,"[1833, 5944]"
Qay biri to‘g‘ri?,"Xayir, do‘stim!","Xayr, do‘stim!","Xayir, dustim!","Xayr, dustim!",https://t.me/xatoliklar/2285,2,correct_word,"[436, 5311]"
Qay biri to‘g‘ri?,Xayit,Hayit,Xayt,Hayt,https://t.me/xatoliklar/981,2,correct_word,"[4305, 18543]"
Qay biri to‘g‘ri?,Xayriya,Hayriya,Xairiya,Hairiia,https://t.me/oriftolib/982,1,correct_word,"[399, 278]"
Qay biri to‘g‘ri?,Xayrli kun,Hayrli kun,Xayirli kun,Hayirli kun,https://t.me/oriftolib/1969,1,correct_word,"[1359, 610]"
Qay biri to‘g‘ri?,Xayrulla,Hayrulla,Xayirulla,Hayirulla,https://t.me/xatoliklar/787,1,correct_word,"[12712, 7240]"
Qay biri to‘g‘ri?,Xijolat,Hijolat,Xijolad,Hijolad,https://t.me/xatoliklar/594,1,correct_word,"[7404, 9766]"
Qay biri to‘g‘ri?,Xilpiramoq,Hilpiramoq,Xilpramoq,Hilpramoq,https://t.me/oriftolib/1938,2,correct_word,"[575, 1623]"
Qay biri to‘g‘ri?,Xiqildoq,Hiqildoq,Xiqldoq,Hiqldoq,https://t.me/oriftolib/2120,2,correct_word,"[687, 1220]"
Qay biri to‘g‘ri?,Xislat,Hislat,Xislad,Hislad,https://t.me/xatoliklar/1802,1,correct_word,"[4196, 4546]"
Qay biri to‘g‘ri?,Xisobot,Hisobot,Xissobot,Hissobot,https://t.me/xatoliklar/237,2,correct_word,"[1480, 7079]"
Qay biri to‘g‘ri?,Xiyobon,Hiyobon,Xiyabon,Hiyabon,https://t.me/xatoliklar/498,1,correct_word,"[8423, 6658]"
Qay biri to‘g‘ri?,Xo‘p,Xop,Xup,Hup,https://t.me/xatoliklar/1956,1,correct_word,"[7667, 1152]"
Qay biri to‘g‘ri?,Xo‘p bo‘ladi,Ho‘p bo‘ladi,Xup bo‘ladi,Hup bo‘ladi,https://t.me/xatoliklar/2176,1,correct_word,"[4464, 1951]"
Qay biri to‘g‘ri?,Xorazm,Xorazim,Xorezm,Xorezim,https://t.me/xatoliklar/1846,1,correct_word,"[8711, 464]"
Qay biri to‘g‘ri?,Xotin-halaj,Xotin-xalaj,Hotin-halaj,Hotin-xalaj,https://t.me/oriftolib/2152,2,correct_word,"[720, 855]"
Qay biri to‘g‘ri?,Xudo,Hudo,Xo‘do,Ho‘do,https://t.me/xatoliklar/1316,1,correct_word,"[10051, 3276]"
Qay biri to‘g‘ri?,Xudojo‘y,Hudojo‘y,Xudoyjo‘y,Hudoyjo‘y,https://t.me/xatoliklar/1679,1,correct_word,"[7561, 2100]"
Qay biri to‘g‘ri?,Xujjat,Hujjat,Xujat,Hujat,https://t.me/xatoliklar/764,2,correct_word,"[5982, 16944]"
Qay biri to‘g‘ri?,Xunik,Xunuk,Hunik,Hunuk,https://t.me/xatoliklar/2059,2,correct_word,"[1440, 5958]"
Qay biri to‘g‘ri?,Xurrak otdi,Hurrak otdi,Xurrak otti,Hurrak otti,https://t.me/oriftolib/1776,1,correct_word,"[1094, 470]"
Qay biri to‘g‘ri?,Xush kayfiyat,Hush kayfiyat,Xush kaifiyat,Hush kaifiyat,https://t.me/oriftolib/1317,1,correct_word,"[705, 209]"
Qay biri to‘g‘ri?,xushmuomala bo‘lmoq,xushmuomalada bo‘lmoq,xushmomala bo‘lmoq,xushmomalada bo‘lmoq,https://t.me/tahrir_uz/286,1,correct_word,"[407, 265]"
Qay biri to‘g‘ri?,Xusnida,Husnida,Xusnuda,Husnuda,https://t.me/xatoliklar/1023,2,correct_word,"[5542, 14560]"
Qay biri to‘g‘ri?,Yana bir rossiyalik fuqaro O‘zbekistonda ayanchli tarzda vafot etdi,Rossiyalik yana bir fuqaro O‘zbekistonda ayanchli tarzda vafot etdi,Yana bir rossiyalik fuqaro o‘zbekistonda ayanchli tarzda vafot etdi,Rossiyalik yana bir fuqaro o‘zbekistonda ayanchli tarzda vafot etdi,https://t.me/tahrir_uz/364,2,correct_word,"[321, 792]"
Qay biri to‘g‘ri?,Yanada,Yana-da,Yana-daa,Ya-nada,https://t.me/xatoliklar/288,1,correct_word,"[8390, 1145]"
Qay biri to‘g‘ri?,Yapoloq,Yapaloq,Japoloq,Japaloq,https://t.me/xatoliklar/1215,2,correct_word,"[1337, 12648]"
Qay biri to‘g‘ri?,Yaqinda al-Xorazmiy haqida maqola oʻqidim.,Yaqinda Al-Xorazmiy haqida maqola oʻqidim.,Yaqinda al-xorazmiy haqida maqola oʻqidim.,Yaqinda Al-xorazmiy haqida maqola oʻqidim.,https://t.me/oriftolib/3539,1,correct_word,"[1125, 1194]"
Qay biri to‘g‘ri?,Yaxna ichimlik,Salqin ichimlik,Yahna ichimlik,Solqin ichimlik,https://t.me/xatoliklar/785,1,correct_word,"[8159, 12020]"
Qay biri to‘g‘ri?,"Yaxshiga yondash, yomondan qoch.","Yaxshiga yondosh, yomondan qoch.","Yaxshiga yondash, yomondan qosh.","Yaxshiga yondosh, yomondan qosh.",https://t.me/oriftolib/3602,1,correct_word,"[1482, 1456]"
Qay biri to‘g‘ri?,Yaxtak,Yaktak,Yahtak,Yakhtak,https://t.me/xatoliklar/1121,2,correct_word,"[6195, 10769]"
Qay biri to‘g‘ri?,Yetkazib berish xizmati,Yetqazib berish xizmati,Yetkazib berish hizmati,Yetqazib berish hizmati,https://t.me/xatoliklar/1912,1,correct_word,"[7659, 744]"
Qay biri to‘g‘ri?,Yetqazmoq,Yetkazmoq,Yetqizmoq,Yetkizmoq,https://t.me/xatoliklar/694,2,correct_word,"[4306, 17755]"
Qay biri to‘g‘ri?,Yig‘lamoq,Yeg‘lamoq,Yiqlamoq,Yiqilamoq,https://t.me/xatoliklar/1747,1,correct_word,"[9706, 301]"
Qay biri to‘g‘ri?,Yo‘qotmoq,Yoqotmoq,Jo‘g‘otmoq,Jo‘g‘atmoq,https://t.me/xatoliklar/1836,1,correct_word,"[8379, 458]"
Qay biri to‘g‘ri?,Yohud,Yoxud,Yoho‘d,Yoxo‘d,https://t.me/xatoliklar/1406,2,correct_word,"[6485, 5311]"
Qay biri to‘g‘ri?,Yolbormoq,Yolvormoq,Yolpormoq,Yolformoq,https://t.me/oriftolib/3568,2,correct_word,"[304, 2014]"
Qay biri to‘g‘ri?,Yong‘oq ishlab chiqaruvchilar va eksport qiluvchilar uyushmasi,Yong‘oq yetishtiruvchilar va eksport qiluvchilar uyushmasi,Yong‘oq chiqaruvchilar va eksport qiluvchilar uyushmasi,Yong‘oq yetishuvchilar va eksport qiluvchilar uyushmasi,https://t.me/tahrir_uz/240,2,correct_word,"[103, 1245]"
Qay biri to‘g‘ri?,Yonoqlar,Yanoqlar,Jonoqlar,Janoqlar,https://t.me/xatoliklar/1750,1,correct_word,"[3680, 6355]"
Qay biri to‘g‘ri?,Yostiqjilt,Yostiqjild,Yostiq jilt,Yostiq jild,https://t.me/xatoliklar/1809,2,correct_word,"[1479, 7877]"
Qay biri to‘g‘ri?,Yu. Usmonova,Y. Usmonova,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/xatoliklar/1817,2,correct_word,"[2606, 6410]"
Qay biri to‘g‘ri?,Yugurmoq,Yugirmoq,Jugurmoq,Jugirmoq,https://t.me/xatoliklar/1090,1,correct_word,"[15997, 1907]"
Qay biri to‘g‘ri?,Yukdan xolos bo‘lish,Yukdan xalos bo‘lish,Yukdan holos bo‘lish,Yukdan halos bo‘lish,https://t.me/xatoliklar/1035,2,correct_word,"[2045, 15848]"
Qay biri to‘g‘ri?,Yuqumli,Yuqimli,Juqumli,Juqimli,https://t.me/xatoliklar/961,1,correct_word,"[15699, 5217]"
Qay biri to‘g‘ri?,Yuragingiz,Yuraginggiz,Yurakingiz,Yurakinggiz,https://t.me/oriftolib/3712,1,correct_word,"[2225, 432]"
Qay biri to‘g‘ri?,Yuristkonsult,Yuriskonsult,Yurist-konsult,Yuris-konsult,https://t.me/xatoliklar/1423,2,correct_word,"[8083, 3727]"
Qay biri to‘g‘ri?,Yutkizmoq,Yutqizmoq,Yutkazmoq,Yutqazmoq,https://t.me/xatoliklar/1239,2,correct_word,"[2028, 12811]"
Qay biri to‘g‘ri?,Yutunmoq,Yutinmoq,Jutunmoq,Jutinmoq,https://t.me/xatoliklar/1485,2,correct_word,"[4903, 6873]"
Qay biri to‘g‘ri?,Yuvvosh,Yuvosh,Yoʻvvosh,Yoʻvosh,https://t.me/xatoliklar/1032,2,correct_word,"[6908, 13717]"
Qay biri to‘g‘ri?,Yuzi shuvut boʻldi,Yuzi shuvit boʻldi,Yuzi shoʻvut boʻldi,Yuzi shoʻvit boʻldi,https://t.me/oriftolib/3706,1,correct_word,"[1817, 926]"
Qay biri to‘g‘ri?,Zahmat,Zaxmat,Zahmad,Zaxmad,https://t.me/oriftolib/935,1,correct_word,"[438, 215]"
Qay biri to‘g‘ri?,zalvorli,zalvarli,zilvorli,zilvarli,https://t.me/tahrir_uz/168,2,correct_word,"[687, 235]"
Qay biri to‘g‘ri?,Zarbof toʻn,Zarbop toʻn,Zarbob toʻn,Zarbot toʻn,https://t.me/oriftolib/1424,1,correct_word,"[635, 489]"
Qay biri to‘g‘ri?,Zavod,Zavot,Zovod,Zovot,https://t.me/xatoliklar/2453,1,correct_word,"[4868, 121]"
Qay biri to‘g‘ri?,Zaxarhanda,Zaharxanda,Zaxarxanda,Zaharhanda,https://t.me/xatoliklar/2334,2,correct_word,"[2006, 3455]"
Qay biri to‘g‘ri?,zaxil,zahil,zaxel,zahel,https://t.me/tahrir_uz/166,2,correct_word,"[423, 473]"
Qay biri to‘g‘ri?,Zaxira,Zahira,Zaxera,Zahera,https://t.me/oriftolib/909,1,correct_word,"[371, 262]"
Qay biri to‘g‘ri?,Zirxli mashina,Zirhli mashina,Zirxli moshina,Zirhli moshina,https://t.me/oriftolib/1861,2,correct_word,"[971, 1013]"
Qay biri to‘g‘ri?,"zo‘ravon, o‘zbilarmon","zo‘rovon, o‘zbilormon","zo‘ravan, o‘zbilarman","zo‘rovan, o‘zbilorman",https://t.me/tahrir_uz/157,1,correct_word,"[617, 128]"
Qay biri to‘g‘ri?,Zoʻravonlik,Zoʻrovonlik,Zoʻravanlik,Zoʻrovanlik,https://t.me/oriftolib/1990,1,correct_word,"[2018, 388]"
Qay biri to‘g‘ri?,Zoye ketmoq,Zoe ketmoq,Zoyi ketmoq,Zoi ketmoq,https://t.me/xatoliklar/1615,1,correct_word,"[8686, 1789]"
Qay biri to‘g‘ri?,Zulayxo,Zulayho,Zulaixo,Zulaiho,https://t.me/oriftolib/1435,1,correct_word,"[288, 777]"
Qay biri to‘g‘ri?,Zurriyod,Zurriyot,Zuriyod,Zuriyot,https://t.me/xatoliklar/250,2,correct_word,"[5272, 3682]"
"<mask> daraxtining egilgani – singani,
Er yigitning uyalgani – oʻlgani.",Terak,Eman,Sarv,Olcha,https://t.me/oriftolib/2528,2,fill_in,"[683, 766, 779]"
"<mask> koʻzini suzmasa, buqacha ipini uzmaydi.",Munajjim,Gʻunajin,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/2872,2,fill_in,"[253, 2121, 161]"
<mask> qomatli yigit.,Adil,Adl,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/1020,1,fill_in,"[187, 292, 94]"
<mask> yoʻqolib ketish xavfi ostida.,Axalteke otlari,Axaltekin otlari,Axaltaka otlari,Axalteki otlari,https://t.me/oriftolib/2773,3,fill_in,"[521, 848, 675]"
"<mask>, ishlaydi, boʻlmasa, ochiq havoga direktor boʻlib oʻtiraveradi.",Xushiga kelsa,Hushiga kelsa,Xushiga ketsa,Hushiga ketsa,https://t.me/oriftolib/2676,1,fill_in,"[1250, 1219]"
"<mask>, qop-qora, semiz kishi ogʻir yurib, davraga chiqdi.  N. Aminov, “Qahqaha”.",Gʻoʻlaburdan kelgan,Gʻoʻlabirdan kelgan,Gʻoʻlapurdan kelgan,Gʻoʻlapirdan kelgan,https://t.me/oriftolib/2419,1,fill_in,"[1115, 1189]"
"<mask>, sizni qiynab turgan eng katta uchta muammo birdaniga hal boʻlib qolsa, maqsadlaringiz jiddiy oʻzgarar edimi?",Oʻzingizga tasavvur qiling,Tasavvur qiling,Tasavvur qilingchi,Oʻzingizga tasavvur qilingchi,https://t.me/oriftolib/2648,2,fill_in,"[280, 1742]"
"<mask>, undan keyin qancha suvlar oqib oʻtdi-yu!",Eh-he,Ehhe,Eh-hi,Ehhi,https://t.me/oriftolib/3705,2,fill_in,"[1494, 1206]"
"Atay <mask> qilib, jahlini chiqarishga urinardi.",tegajaklik,tegajogʻlik,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/2793,3,fill_in,"[380, 2043, 292]"
"Baʼzi bolalarning <mask> boʻsh boʻladi, shu sababli uyquda tagini hoʻllab qoʻyadi.",qavigʻi,qovigʻi,qovugʻi,qavugʻi,https://t.me/oriftolib/2610,3,fill_in,"[287, 427, 1955]"
Behilar <mask> pishdi.,xil-xil,hil-hil,hil-xil,xil-hil,https://t.me/oriftolib/1335,2,fill_in,"[300, 659]"
Bir <mask> qoldi.,bahya,baxya,bahiya,baxiya,https://t.me/xatoliklar/2501,2,fill_in,"[3167, 1026]"
"Bu oyna <mask> ketsa, uni tuzatsa bo‘larkan.",dars,darz,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/tahrirchi_uz/94,2,fill_in,"[343, 1059]"
Bugungi <mask> nima mavzuda ekan?,Juma mavizasi,Juma maʼvizasi,Juma mavʼizasi,Juma mavzusida,https://t.me/oriftolib/2446,3,fill_in,"[438, 954, 419]"
Chelak <mask> toʻldi.,limmo-lim,limmolim,lim-molim,lim molim,https://t.me/oriftolib/2490,1,fill_in,"[3008, 941, 288]"
Chiroq yana oʻchdi. Hamma yoq <mask>.,qarongʻu,qorongʻu,qorongʻi,qarongʻi,https://t.me/oriftolib/2526,3,fill_in,"[231, 2380, 1040]"
Cho‘ntagida <mask> ham yo‘q,himiri,hemiri,ximiri,xemiri,https://t.me/xatoliklar/2380,2,fill_in,"[1729, 4314]"
"Ertalab <mask>larni olib, yoʻlga tushdik.",toʻrvaxalta,toʻrva xalta,toʻrva-xalta,toʻrvaxal-ta,https://t.me/oriftolib/2686,3,fill_in,"[1413, 577, 467]"
Eski radioni <mask> oʻtirardi.,chuqalab,chuqilab,chuqulab,chuqolab,https://t.me/oriftolib/2403,3,fill_in,"[1404, 767, 473]"
Foydadan <mask> bo‘lmaydi.,xoli,holi,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/2141,1,fill_in,"[744, 1035]"
Hammayoq <mask> boʻlib ketdi.,algʻov-dolgʻov,algʻov-dalgʻov,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/2411,2,fill_in,"[219, 1540, 193]"
Izgʻirin sovuqlarda mana shu kurtkasi <mask>.,joniga oro kirdi.,joniga ora kirdi.,joniga aro kirdi.,joniga ara kirdi.,https://t.me/oriftolib/2532,2,fill_in,"[1966, 446]"
"Juda mehnatkash, bir ishlasa, yerning jigarini <mask> oladi.",sugʻurib,sugʻirib,sugʻurub,sugʻirub,https://t.me/oriftolib/3681,1,fill_in,"[4511, 1750]"
Kecha <mask> shu vaqtda u dars qilayotgan edi.,naqd,naq,nax,naxt,https://t.me/tahrirchi_uz/93,2,fill_in,"[680, 552, 35, 170]"
Kosa tagida <mask>.,nim kosa,nimkosa,nim-kosa,nimkoʻsa,https://t.me/oriftolib/2767,2,fill_in,"[1243, 1238]"
Mashina <mask>da qolib ketdi.,tiqin,tirbandlik,tirbantlik,probka,https://t.me/tahrir_uz/247,2,fill_in,"[90, 1052]"
Ming qargʻaga bir <mask>.,kesak,kessak,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/2417,1,fill_in,"[2119, 496]"
Navro‘z <mask> bayrami.,yasharish,yosharish,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/xatoliklar/2019,3,fill_in,"[2167, 2313, 3459]"
Oʻrmon yongʻinlari oqibatida 1000 dan ortiq hayvon <mask>.,vafot etdi,nobud boʻldi,olamdan oʻtdi,oʻldi,https://t.me/oriftolib/2539,2,fill_in,"[207, 2222, 67]"
"Oʻshanda bu qiz uning <mask> farishtadek boʻlib jonlangan, xayolida allanechuk muqaddas bir iz qoldirgan edi. (Oʻ. Hoshimov, “Qalbingga quloq sol”)",nazdida,nazlida,nasdida,naslida,https://t.me/oriftolib/3441,1,fill_in,"[1601, 389]"
Oʻzimdan chiqqan baloga qayga boray <mask>.,davoga,daʼvoga,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/3667,2,fill_in,"[1577, 1187]"
Oldinlari <mask> degan koʻrsatuv boʻlardi.,“Ohanrabo”,“Ohangrabo”,“Ohanrobo”,“Ohangrobo”,https://t.me/oriftolib/2416,1,fill_in,"[978, 1524]"
"Ona yurting omon boʻlsa, <mask> somon boʻlmas.",rangi roʻying,rang-u roʻying,rangi-roʻying,ranguroʻying,https://t.me/oriftolib/2334,1,fill_in,"[1309, 1629]"
Orada ozgina <mask> bo‘ldi.,uzulish,uzilish,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/xatoliklar/2454,2,fill_in,"[874, 3380]"
Otlarning tuyoqlari gullarni <mask>.,majaqladi.,majagʻladi.,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/2545,1,fill_in,"[1322, 921, 323]"
"Oyi, bugun ikkita bola mushtlashdi! Zoʻr <mask> boʻldi oʻziyam!  Nuqtalar oʻrniga mos soʻzni toping.",urush,urish,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/3755,2,fill_in,"[1512, 897]"
Qo‘g‘irmoch <mask>dan tayyorlanadigan ovqat.,qo‘y go‘shti,ismaloq,bugʻdoy,piyoz,https://t.me/oriftolib/2051,3,fill_in,"[362, 345, 993]"
Quloqsiz bolalar! Hammayoqni <mask> qilibsizlar-ku!,oyoqosti,oyogʻosti,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/2581,3,fill_in,"[1153, 889, 536]"
"Sevgi dardidan mening ham boʻldi rangim <mask>. E. Vohidov, “Muhabbatnoma”.",kahrabo,qahrabo,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/2260,1,fill_in,"[452, 1298, 232]"
Shahrimiz <mask> uch millionga yaqinlashdi.,nufusi,nufuzi,nufisi,nufizi,https://t.me/oriftolib/2460,1,fill_in,"[708, 1493]"
Shu <mask> fikringiz qanday?,xususida,xususda,hususida,hususda,https://t.me/xatoliklar/2445,2,fill_in,"[2442, 1085]"
Tinch turgan qayiq birdan <mask>.,qalqdi,qalqidi,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/2536,3,fill_in,"[555, 1505, 550]"
"Toshpo‘lat Grin-karta yutib, Amerikaga ketdi. Endi o‘zbekistonliklar uchun u <mask>.",immigrant,emigrant,emmigrant,imigrant,https://t.me/xatoliklar/1458,2,fill_in,"[7499, 4415]"
U <mask> kelib qoladi.,halizamon,hali-zamon,hali zamon,xali zamon,https://t.me/oriftolib/2699,1,fill_in,"[1225, 322, 953]"
U <mask> olimlardan biri.,nuktadon,nuqtadon,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/2040,1,fill_in,"[621, 669, 398]"
"U <mask> qildi-da, shoshib chiqib ketdi.",uzr-maʼzur,uzr-maʼzir,uzr-mazr,uzr-mazir,https://t.me/oriftolib/2436,1,fill_in,"[1611, 221, 151]"
