question,option_1,option_2,option_3,option_4,source,num_voters
Қай бири тўғри?,Ғадир-будир | G‘adir-budir,Ғадир-будур | G‘adir-budur,,,https://t.me/xatoliklar/2125,"[3816, 3194]"
Қай бири тўғри?,Баравар | Baravar,Баробар | Barobar,Иккаласи ҳам тўғри,,https://t.me/xatoliklar/2126,"[486, 2584, 3743]"
Қай бири тўғри?,Қулупнайлик торт,Қулупнайли торт,,,https://t.me/xatoliklar/2129,"[1251, 5792]"
Қай бири тўғри?,Тошкентлик куёв,Тошкентли куёв,,,https://t.me/xatoliklar/2130,"[6048, 1301]"
Қай бири тўғри?,Санатория | Sanatoriya,Санаторий | Sanatoriy,,,https://t.me/xatoliklar/2133,"[4511, 1993]"
Қай бири тўғри?,Тасқари | Tasqari,Тасқара | Tasqara,,,https://t.me/xatoliklar/2135,"[449, 6457]"
Қай бири тўғри?,Қоил | Qoil,Қойил | Qoyil,,,https://t.me/xatoliklar/2136,"[1002, 5918]"
Қай бири тўғри?,Қоим | Qoim,Қойим | Qoyim,,,https://t.me/xatoliklar/2137,"[3170, 3659]"
Қай бири тўғри?,Шоҳсупа | Shohsupa,Шосупа | Shosupa,Иккови ҳам тўғри,,https://t.me/xatoliklar/2139,"[3934, 406, 2545]"
Қай бири тўғри?,Термилиб қаради | Termilib qaradi,Термулиб қаради | Termulib qaradi,,,https://t.me/xatoliklar/2141,"[1769, 4454]"
Қай бири тўғри?,Хоп бўлади | Xop bo‘ladi,Хўп бўлади | Xo‘p bo‘ladi,Иккови ҳам тўғри,,https://t.me/xatoliklar/215,"[723, 6787, 1176]"
Қай бири тўғри?,Қазғо | Qazg‘o,Қазғоқ | Qazg‘oq,,,https://t.me/xatoliklar/2162,"[293, 5121]"
Қай бири тўғри?,Буйирсин | Buyirsin,Буюрсин | Buyursin,,,https://t.me/xatoliklar/2164,"[654, 5812]"
Қай бири тўғри?,Қила олмайди | Qila olmaydi,Қилолмайди | Qilolmaydi,Иккаласи ҳам тўғри,,https://t.me/xatoliklar/2166,"[1245, 534, 4605]"
Қай бири тўғри?,Тупирдим| Tupirdim,Тупурдим | Tupurdim,,,https://t.me/xatoliklar/2171,"[1370, 4364]"
Қай бири тўғри?,Хўп бўлади | Xo‘p bo‘ladi,Ҳўп бўлади | Ho‘p bo‘ladi,,,https://t.me/xatoliklar/2176,"[4464, 1951]"
Қай бири тўғри?,Тўғаноқ | To‘g‘anoq,Тўғоноқ | To‘g‘onoq,,,https://t.me/xatoliklar/2179,"[3913, 2027]"
Қай бири тўғри?,Ҳаммабоп | Hammabop,Ҳаммабоб | Hammabob,,,https://t.me/xatoliklar/2189,"[4885, 1453]"
Қай бири тўғри?,Жентельмен | Jentelmen,Жентльмен | Jentlmen,,,https://t.me/xatoliklar/2190,"[4379, 2328]"
Қай бири тўғри?,Тамоқ касалликлари,Томоқ касалликлари,,,https://t.me/xatoliklar/2195,"[964, 5581]"
Қай бири тўғри?,Қизғанаман | Qizg‘anaman,Қизғонаман | Qizg‘onaman,,,https://t.me/xatoliklar/2196,"[1660, 5097]"
Қай бири тўғри?,Воучер | Voucher,Ваучер | Vaucher,,,https://t.me/xatoliklar/2197,"[780, 5242]"
Қай бири тўғри?,Шохкўча | Shoxko‘cha,Шоҳкўча | Shohko‘cha,,,https://t.me/xatoliklar/2199,"[2344, 3543]"
Қай бири тўғри?,"""Тайм-менежмент"" мавзуида...","""Тайм-менежмент"" мавзусида...",,,https://t.me/xatoliklar/2202,"[873, 4604]"
#Исмлар_имлоси. Қай бири тўғри?,Мухаммад | Muxammad,Муҳаммад | Muhammad,,,https://t.me/xatoliklar/221,"[643, 7743]"
Қай бири тўғри?,Сотиб олаяпман,Сотиб оляпман,,,https://t.me/xatoliklar/2217,"[2403, 4301]"
Қай бири тўғри?,Имом Мотуридий,Имом Мотурудий,,,https://t.me/xatoliklar/2218,"[2324, 3808]"
Қай бири тўғри?,Уйқуингиз | Uyquingiz,Уйқунгиз | Uyqungiz,,,https://t.me/xatoliklar/2221,"[1276, 4905]"
Қай бири тўғри?,Росмана | Rosmana,Ростмана | Rostmana,,,https://t.me/xatoliklar/2226,"[3659, 2962]"
Қай бири тўғри?,Меморчилик | Memorchilik,Меъморчилик | Me’morchilik,,,https://t.me/xatoliklar/223,"[692, 7661]"
Қай бири тўғри?,Довруғ | Dovrug‘,Довруқ | Dovruq,,,https://t.me/xatoliklar/2237,"[5401, 1768]"
Қай бири тўғри?,Уҳламоқ | Uhlamoq,Ухламоқ | Uxlamoq,Бу икки хил сўз,,https://t.me/xatoliklar/224,"[1101, 5117, 2314]"
Қай бири тўғри,Баҳорнинг сўнгги тонги,Баҳорнинг сўнги тонгги,Баҳорнинг сўнги тонги,,https://t.me/xatoliklar/2240,"[3252, 1259, 2593]"
Қай бири тўғри?,Байроқ ҳилпираб турибди,Байроқ ҳирпираб турибди,,,https://t.me/xatoliklar/2242,"[5609, 1097]"
Қай бири тўғри?,Офис | Ofis,Оффис | Offis,,,https://t.me/xatoliklar/2247,"[5806, 1385]"
Қай бири тўғри?,Оқава сув | Oqava suv,Оқова сув | Oqova suv,,,https://t.me/xatoliklar/2255,"[3372, 3460]"
Қай бири тўғри?,Томга чиққиси келди | Tomga chiqqisi keldi,Томга чиқгиси келди | Tomga chiqgisi keldi,,,https://t.me/xatoliklar/2259,"[5097, 1905]"
Қай бири тўғри?,Менеджмент | Menedjment,Менежмент | Menejment,,,https://t.me/xatoliklar/2260,"[1466, 4849]"
Қай бири тўғри?,Маъсулият | Ma’suliyat,Масъулият | Mas’uliyat,,,https://t.me/xatoliklar/2262,"[2582, 4191]"
Қай бири тўғри?,Халифа | Xalifa,Ҳалифа | Halifa,,,https://t.me/xatoliklar/2275,"[3429, 2971]"
Қай бири тўғри?,Раҳмат | Rahmat,Рахмат | Raxmat,,,https://t.me/xatoliklar/2279,"[5161, 1657]"
Қай бири тўғри?,Фавқулотда | Favqulotda,Фавқулодда | Favqulodda,,,https://t.me/xatoliklar/228,"[5048, 3492]"
Қай бири тўғри?,Улгуржи савдо | Ulgurji savdo,Улгиржи савдо | Ulgirji savdo,,,https://t.me/xatoliklar/2281,"[5223, 1199]"
Қай бири тўғри?,"Хайир, дўстим! | Xayir, do‘stim!","Хайр, дўстим! | Xayr, do‘stim!",,,https://t.me/xatoliklar/2285,"[436, 5311]"
Қай бири тўғри?,"Узур, дўстим! | Uzur, do‘stim!","Узр, дўстим! | Uzr, do‘stim!",,,https://t.me/xatoliklar/2289,"[1028, 5572]"
Қай бири тўғри?,Халқбоб | Xalqbob,Халқбоп | Xalqbop,,,https://t.me/xatoliklar/2294,"[1976, 4958]"
Қай бири тўғри?,Компания | Kompaniya,Кампания | Kampaniya,Иккиси икки хил маънодаги сўз,,https://t.me/xatoliklar/2296,"[4144, 564, 2193]"
Қай бири тўғри?,Кўхна | Ko‘xna,Кўҳна | Ko‘hna,,,https://t.me/xatoliklar/2300,"[1298, 5446]"
Қай бири тўғри?,Фожеа | Fojea,Фожиа | Fojia,Фожия | Fojiya,,https://t.me/xatoliklar/231,"[8986, 8319, 3265]"
Қай бири тўғри?,Аюҳаннос | Ayuhannos,Айюҳаннос | Ayyuhannos,,,https://t.me/xatoliklar/2311,"[2516, 2739]"
Қай бири тўғри?,Ўғирлик | O‘g‘irlik,Ўғрилик | O‘g‘rilik,,,https://t.me/xatoliklar/2316,"[2376, 3149]"
Қай бири тўғри?,Увишмоқ | Uvishmoq,Увушмоқ | Uvushmoq,,,https://t.me/xatoliklar/2319,"[3000, 2520]"
Қай бири тўғри?,Совуқ,Совиқ,Иккови ҳам тўғри,,https://t.me/xatoliklar/232,"[7065, 256, 1502]"
Қай бири тўғри?,Мишиқи | Mishiqi,Мишқи | Mishqi,,,https://t.me/xatoliklar/2323,"[2207, 3433]"
Қай бири тўғри?,Олижаноб халқ,Олийжаноб халқ,,,https://t.me/xatoliklar/2328,"[1689, 4029]"
Қай бири тўғри?,Захарҳанда | Zaxarhanda,Заҳарханда | Zaharxanda,,,https://t.me/xatoliklar/2334,"[2006, 3455]"
Қай бири тўғри?,Камсуқим | Kamsuqim,Камсуқум | Kamsuqum,,,https://t.me/xatoliklar/2338,"[1194, 4171]"
Қонун бўйича ижарачи — бу ...,Ниманидир ижарага олувчи,Ниманидир ижарага берувчи,,,https://t.me/xatoliklar/2342,"[2292, 1912]"
У Қуръонни ..... қилди.,хатим,хатм,,,https://t.me/xatoliklar/2349,"[742, 4328]"
Қай бири тўғри?,Сазовар бўлди,Сазовор бўлди,Сазавор бўлди,,https://t.me/xatoliklar/2365,"[589, 4094, 766]"
Қай бири тўғри?,Хисобот | Xisobot,Ҳисобот | Hisobot,,,https://t.me/xatoliklar/237,"[1480, 7079]"
Қай бири тўғри?,Совутмоқ | Sovutmoq,Совитмоқ | Sovitmoq,,,https://t.me/xatoliklar/2370,"[2667, 1570]"
Қай бири тўғри?,Футбол | Futbol,Фудбол | Fudbol,,,https://t.me/xatoliklar/2378,"[5667, 548]"
Қай бири тўғри?,Футболка | Futbolka,Фудболка | Fudbolka,,,https://t.me/xatoliklar/2379,"[4738, 1676]"
Чўнтагида _________ ҳам йўқ,ҳимири | himiri,ҳемири | hemiri,,,https://t.me/xatoliklar/2380,"[1729, 4314]"
Қай бири тўғри?,Қуръон хатми | Qur’on xatmi,Қуръон ҳатми | Qur’on hatmi,,,https://t.me/xatoliklar/2381,"[2902, 2428]"
“Тамиз” сўзининг маъноси...,Хурсанд бўлиш,Фаҳм-фаросат,Мукаммал,,https://t.me/xatoliklar/239,"[603, 5993, 1543]"
Қай бири тўғри?,Уччаласи | Uchchalasi,Учаласи | Uchalasi,,,https://t.me/xatoliklar/2394,"[1280, 3702]"
Қай бири тўғри?,3 млн. сўм | 3 mln. so‘m,3 млн сўм | 3 mln so‘m,,,https://t.me/xatoliklar/2398,"[2702, 2667]"
Қай бири тўғри?,Барака топкур,Барака топгур,,,https://t.me/xatoliklar/2400,"[1623, 2785]"
Қай бири тўғри?,Текказмоқ | Tekkazmoq,Теккизмоқ | Tekkizmoq,,,https://t.me/xatoliklar/2412,"[890, 2929]"
Қай бири тўғри?,Қадам-бақадам | Qadam-baqadam,Қадамба-қадам | Qadamba-qadam,,,https://t.me/xatoliklar/2418,"[2495, 1952]"
Қай бири тўғри?,Куюнмоқ | Kuyunmoq,Куйинмоқ | Kuyinmoq,,,https://t.me/xatoliklar/2420,"[1936, 2353]"
Қай бири тўғри?,Маникен | Maniken,Манекен | Maneken,,,https://t.me/xatoliklar/2423,"[2341, 2008]"
"Озгина, андак, бир оз деган маъноларни англатувчи сўз қандай ёзилади?",Сағал | Sag‘al,Сал | Sal,,,https://t.me/xatoliklar/2429,"[640, 2983]"
Қай бири тўғри?,Баравар | Baravar,Баробар | Barobar,Иккови ҳам тўғри,,https://t.me/xatoliklar/243,"[576, 4529, 4282]"
Қай бири тўғри?,Алоэ | Aloe,Алое | Aloye,,,https://t.me/xatoliklar/2431,"[3480, 1331]"
Қай бири тўғри?,Остун-устун | Ostun-ustun,Остин-устин | Ostin-ustin,Остин-устун | Ostin-ustun,,https://t.me/xatoliklar/2439,"[781, 1357, 2839]"
Қай бири тўғри?,Ишга туширди,Ишга тушурди,,,https://t.me/xatoliklar/2442,"[3509, 774]"
Шу _____________ фикрингиз қандай?,хусусида,хусусда,,,https://t.me/xatoliklar/2445,"[2442, 1085]"
#Исмлар_имлоси. Қай бири тўғри?,Шахобиддин | Shaxobiddin,Шаҳобиддин | Shahobiddin,,,https://t.me/xatoliklar/245,"[1702, 6904]"
Қай бири тўғри?,Завод | Zavod,Завот | Zavot,,,https://t.me/xatoliklar/2453,"[4868, 121]"
Орада озгина ____________ бўлди.,узулиш,узилиш,,,https://t.me/xatoliklar/2454,"[874, 3380]"
Қай бири тўғри?,Қовирмоқ | Qovirmoq,Қовурмоқ | Qovurmoq,,,https://t.me/xatoliklar/246,"[1486, 7297]"
Қай бири тўғри?,Гаджет | Gadjet,Гажет | Gajet,,,https://t.me/xatoliklar/2467,"[3435, 535]"
Қай бири тўғри?,Эрталабки | Ertalabki,Эрталабги | Ertalabgi,,,https://t.me/xatoliklar/2472,"[3133, 923]"
Қай бири тўғри?,Шарни иширди,Шарни шиширди,,,https://t.me/xatoliklar/2485,"[1742, 2989]"
Қай бири тўғри?,Кўйлак | Ko‘ylak,Кўйнак | Ko‘ynak,Иккаласи ҳам тўғри,,https://t.me/xatoliklar/2486,"[3673, 127, 619]"
Қай бири тўғри?,Мулоқот | Muloqot,Мулоқат | Muloqat,,,https://t.me/xatoliklar/2488,"[3784, 589]"
Қай бири тўғри?,Қоятош | Qoyatosh,Қоя тош | Qoya tosh,,,https://t.me/xatoliklar/249,"[6780, 2021]"
Қай бири тўғри?,Мутоала | Mutoala,Мутолаа | Mutolaa,,,https://t.me/xatoliklar/2493,"[1218, 3461]"
Қай бири тўғри?,Жунбишга келтирди,Жунбушга келтирди,Жумбушга келтирди,,https://t.me/xatoliklar/2495,"[406, 2432, 1631]"
Қай бири тўғри?,Қувғин қилинди,Қувғун қилинди,,,https://t.me/xatoliklar/2496,"[3732, 536]"
Қай бири тўғри?,Ковламоқ | Kovlamoq,Кавламоқ | Kavlamoq,,,https://t.me/xatoliklar/2499,"[2181, 2515]"
Қай бири тўғри?,Зурриёд | Zurriyod,Зурриёт | Zurriyot,,,https://t.me/xatoliklar/250,"[5272, 3682]"
Бир _______ қолди.,баҳя | bahya,бахя | baxya,,,https://t.me/xatoliklar/2501,"[3167, 1026]"
#Исмлар_имлоси. Қай бири тўғри?,Жахонгир | Jaxongir,Жаҳонгир | Jahongir,,,https://t.me/xatoliklar/254,"[1387, 8204]"
Қай бири тўғри?,Пасспорт | Passport,Паспорт | Pasport,,,https://t.me/xatoliklar/255,"[3762, 5661]"
Қай бири тўғри?,Abiturient,Abituriyent,,,https://t.me/xatoliklar/261,"[2998, 6154]"
Қайси бири тўғри? Яхшилаб ўйлаб кўринг.,Шўъба | Sho‘’ba,Шуъба | Shu’ba,,,https://t.me/xatoliklar/264,"[4288, 4912]"
Қай бири тўғри?,Ман қилинади | Man qilinadi,Маън қилинади | Ma’n qilinadi,,,https://t.me/xatoliklar/268,"[6452, 2807]"
Қай бири тўғри?,Мувофиқ | Muvofiq,Муофиқ | Muofiq,,,https://t.me/xatoliklar/272,"[18223, 2520]"
Қай бири тўғри?,Олийгоҳ | Oliygoh,Олигоҳ | Oligoh,,,https://t.me/xatoliklar/276,"[8670, 756]"
Қай бири тўғри?,Совутмоқ | Sovutmoq,Совитмоқ | Sovitmoq,,,https://t.me/xatoliklar/277,"[6699, 2826]"
Қай бири тўғри?,Тамбал | Tambal,Танбал | Tanbal,,,https://t.me/xatoliklar/279,"[2401, 6973]"
Қай бири тўғри?,Имон | Imon,Иймон | Iymon,Икковини ҳам ишлатса бўлади,,https://t.me/xatoliklar/282,"[1217, 5579, 2864]"
Қай бири тўғри?,Янада | Yanada,Яна-да | Yana-da,,,https://t.me/xatoliklar/288,"[8390, 1145]"
Қай бири тўғри?,Новвой | Novvoy,Нонвой | Nonvoy,,,https://t.me/xatoliklar/290,"[5617, 4840]"
Қай бири тўғри?,Хушҳабар | Xushhabar,Ҳушхабар | Hushxabar,Хушхабар | Xushxabar,,https://t.me/xatoliklar/293,"[1735, 3792, 5117]"
Қай бири тўғри?,Варақ | Varaq,Вароқ | Varoq,Иккови ҳам тўғри,,https://t.me/xatoliklar/294,"[3457, 4548, 2746]"
Шабранг — бу қандай ранг?,"Қизил, алвон ранг","Қора, қорамтир ранг",Жигарранг,,https://t.me/xatoliklar/298,"[3147, 4149, 3251]"
Қай бири тўғри?,таълуқли | ta’luqli,таалуқли| taaluqli,тааллуқли | taalluqli,,https://t.me/xatoliklar/30,"[1606, 1342, 1655]"
Қай бири тўғри?,Муборакбот | Muborakbot,Муборакбод | Muborakbod,,,https://t.me/xatoliklar/302,"[3371, 17043]"
Қай бири тўғри?,Намоёнда | Namoyonda,Намоянда | Namoyanda,,,https://t.me/xatoliklar/306,"[7610, 3801]"
Қай бири тўғри?,Муҳлис | Muhlis,Мухлис | Muxlis,,,https://t.me/xatoliklar/307,"[3504, 7379]"
Қай бири тўғри?,Мувоффақият | Muvoffaqiyat,Муваффақият | Muvaffaqiyat,Мувафаққият | Muvafaqqiyat,,https://t.me/xatoliklar/314,"[2368, 7625, 2268]"
Қай бири тўғри?,Музлаткич | Muzlatkich,Музлатгич | Muzlatgich,,,https://t.me/xatoliklar/318,"[4402, 8985]"
Қай бири тўғри?,Мутлақ | Mutlaq,Мутлоқ | Mutloq,,,https://t.me/xatoliklar/322,"[6388, 8484]"
Қай бири тўғри?,Термилмоқ | Termilmoq,Термулмоқ | Termulmoq,,,https://t.me/xatoliklar/324,"[5065, 10444]"
Қай бири тўғри?,Мошҳўрда | Moshho‘rda,Мошхўрда | Moshxo‘rda,,,https://t.me/xatoliklar/327,"[2349, 10320]"
Қай бири тўғри?,Рўйҳат | Ro‘yhat,Рўйхат | Ro‘yxat,,,https://t.me/xatoliklar/331,"[3402, 9117]"
Қай бири тўғри?,Аҳмоқ | Ahmoq,Ахмоқ | Axmoq,,,https://t.me/xatoliklar/333,"[6212, 5606]"
Қай бири тўғри?,Бежиз | Bejiz,Бежизга | Bejizga,,,https://t.me/xatoliklar/339,"[5869, 5659]"
Қай бири тўғри?,Қатъий назар | Qat’iy nazar,Қатъи назар | Qat’i nazar,,,https://t.me/xatoliklar/342,"[19528, 7479]"
Сўнгги уриниш. Қай бири тўғри?,Фидойи | Fidoyi,Фидоий | Fidoiy,,,https://t.me/xatoliklar/347,"[5010, 7234]"
Қай бири тўғри?,Мутоола | Mutoola,Мутолаа | Mutolaa,,,https://t.me/xatoliklar/350,"[3206, 9913]"
Қай бири тўғри?,Тўёна | To‘yona,Тўяна | To‘yana,Иккови ҳам тўғри,,https://t.me/xatoliklar/352,"[7601, 1615, 2976]"
Қай бири тўғри?,Қаримдош | Qarimdosh,Қариндош | Qarindosh,Иккови ҳам тўғри,,https://t.me/xatoliklar/354,"[266, 10788, 1149]"
Қай бири тўғри?,Нободо | Nobodo,Мободо | Mobodo,Мабодо | Mabodo,,https://t.me/xatoliklar/357,"[651, 3198, 8809]"
Қай бири тўғри?,Боқиманда | Boqimanda,Боқимонда | Boqimonda,,,https://t.me/xatoliklar/361,"[10303, 1816]"
Юқоридаги боқиманда/боқимонда сўзи қандай маънони англатади?,"Бировнинг боқимида бўлган, дардисар, ишёқмас одам","Тўланмаган пул, ундирилмаган қарз, йиғилиб қолган қолдиқ",,,https://t.me/xatoliklar/362,"[7598, 2114]"
Қай бири тўғри?,Атиги | Atigi,Атига | Atiga,,,https://t.me/xatoliklar/366,"[15294, 9091]"
Қай бири тўғри?,Мусурмон | Musurmon,Мусулмон | Musulmon,Иккови ҳам тўғри,,https://t.me/xatoliklar/368,"[421, 9983, 2498]"
Қай бири тўғри?,Senariy,Ssenariy,Tsenariy,,https://t.me/xatoliklar/371,"[4742, 7592, 565]"
Қай бири тўғри?,Адойи тамом | Adoyi tamom,Адои тамом | Adoi tamom,,,https://t.me/xatoliklar/374,"[7978, 4787]"
Армуғон — бу...,Шубҳа,Совға,Армон,,https://t.me/xatoliklar/376,"[2284, 6944, 4226]"
Қай бири тўғри?,Қай вақт,Қайвақт,,,https://t.me/xatoliklar/381,"[10910, 2807]"
Қай бири тўғри?,Хавф | Xavf,Хафв | Xafv,,,https://t.me/xatoliklar/386,"[11749, 1537]"
Қай бири тўғри?,Узр | Uzr,Узур | Uzur,,,https://t.me/xatoliklar/389,"[10216, 2460]"
Қай бири тўғри?,Валломат | Vallomat,Валламат | Vallamat,Иккови ҳам тўғри,,https://t.me/xatoliklar/391,"[8976, 1175, 2505]"
Қай бири тўғри?,Қадрдон | Qadrdon,Қадирдон | Qadirdon,,,https://t.me/xatoliklar/394,"[10320, 1618]"
Қай бири тўғри?,Тупроқ | Tuproq,Турпоқ | Turpoq,,,https://t.me/xatoliklar/397,"[11398, 1071]"
Ложувард — бу қандай ранг?,"Тўқ сариқ, оловранг","Зангори, кўк ранг","Қизил, алвонранг",,https://t.me/xatoliklar/401,"[3987, 4294, 2860]"
Қай бири тўғри?,Муассаса | Muassasa,Муасаса | Muasasa,,,https://t.me/xatoliklar/404,"[10850, 953]"
#Исмлар_имлоси. Қай бири тўғри?,Бурҳон | Burhon,Бурхон | Burxon,,,https://t.me/xatoliklar/406,"[5014, 6896]"
Қай бири тўғри?,Муомила | Muomila,Муомала | Muomala,,,https://t.me/xatoliklar/412,"[3085, 9393]"
Қай бири тўғри?,Тадқиқод | Tadqiqod,Тадқиқот | Tadqiqot,,,https://t.me/xatoliklar/415,"[3535, 9077]"
Қай бири тўғри?,Қўзғолон | Qo‘zg‘olon,Қўзғалон | Qo‘zg‘alon,,,https://t.me/xatoliklar/418,"[7011, 5055]"
Қай бири тўғри?,Маъсул | ma’sul,Масъул | mas’ul,,,https://t.me/xatoliklar/42,"[1348, 3069]"
Қай бири тўғри?,Ахборот | Axborot,Аҳборот | Ahborot,,,https://t.me/xatoliklar/422,"[11226, 854]"
Қай бири тўғри?,Қази-қарти | Qazi-qarti,Қази-қарта | Qazi-qarta,,,https://t.me/xatoliklar/425,"[2508, 10322]"
Қай бири тўғри?,Нохот | Noxot,Нўхот | No‘xot,Нўхат | No‘xat,,https://t.me/xatoliklar/427,"[839, 3828, 7832]"
Қай бири тўғри?,Ман қилмоқ | Man qilmoq,Маън қилмоқ | Ma’n qilmoq,,,https://t.me/xatoliklar/432,"[8553, 3731]"
Қай бири тўғри?,Тановвул | Tanovvul,Тановул | Tanovul,,,https://t.me/xatoliklar/433,"[6041, 6338]"
Қай бири тўғри?,Туширмоқ | Tushirmoq,Тушурмоқ | Tushurmoq,,,https://t.me/xatoliklar/435,"[8071, 4161]"
Қай бири тўғри?,10 нафар талаба,10 нафар талабалар,,,https://t.me/xatoliklar/437,"[7688, 4313]"
Террорчилик ҳаракати — бу...,Терракт | Terrakt,Теракт | Terakt,,,https://t.me/xatoliklar/439,"[4276, 7610]"
Қай бири тўғри?,Меърос | Me’ros,Мерос | Meros,,,https://t.me/xatoliklar/443,"[4755, 7570]"
Қай бири тўғри?,Тутуруқсиз | Tuturuqsiz,Тутруқсиз | Tutruqsiz,Тутуриқсиз | Tuturiqsiz,Тутриқсиз | Tutriqsiz,https://t.me/xatoliklar/446,"[4091, 3892, 3793, 1630]"
Қай бири тўғри?,Тавақа | Tavaqa,Табақа | Tabaqa,,,https://t.me/xatoliklar/449,"[686, 11787]"
Қай бири тўғри?,Маъни | Ma’ni,Маъно | Ma’no,Иккови ҳам тўғри,,https://t.me/xatoliklar/451,"[252, 6084, 7171]"
Қай бири тўғри?,Бекинмоқ | Bekinmoq,Беркинмоқ | Berkinmoq,Иккови ҳам тўғри,,https://t.me/xatoliklar/454,"[2068, 5808, 5166]"
Қай бири тўғри?,Иложиси йўқ | Ilojisi yo‘q,Иложи йўқ | Iloji yo‘q,Иккови ҳам тўғри,,https://t.me/xatoliklar/456,"[609, 5279, 6818]"
Муқовамат — бу...,Муқова билан ўраш,"Қаршилик, монелик","Хушмуомалалик, илтифот",,https://t.me/xatoliklar/457,"[3030, 3192, 4764]"
Қай бири тўғри?,Шафқат | Shafqat,Шавқат | Shavqat,Иккови ҳам тўғри,,https://t.me/xatoliklar/465,"[5334, 5046, 2460]"
#Исмлар_имлоси. Қай бири тўғри?,Райхон | Rayxon,Райҳон | Rayhon,,,https://t.me/xatoliklar/472,"[3158, 9570]"
Қай бири тўғри?,Бўйсунмоқ | Bo‘ysunmoq,Бўйсинмоқ | Bo‘ysinmoq,,,https://t.me/xatoliklar/476,"[9129, 4655]"
Қай бири тўғри?,Жами | Jami,Жаъми | Ja’mi,,,https://t.me/xatoliklar/478,"[11163, 2339]"
Қай бири тўғри?,Хатто | Xatto,Ҳатто | Hatto,,,https://t.me/xatoliklar/482,"[6159, 8346]"
Қай бири тўғри?,Хаттот | Xattot,Ҳаттот | Hattot,,,https://t.me/xatoliklar/483,"[8431, 5915]"
Қай бири тўғри?,Унутмоқ | Unutmoq,Унитмоқ | Unitmoq,,,https://t.me/xatoliklar/488,"[12855, 1219]"
Қай бири тўғри?,Невара | Nevara,Набира | Nabira,Иккови ҳам тўғри,,https://t.me/xatoliklar/492,"[1307, 3893, 9357]"
#Исмлар_имлоси. Қай бири тўғри?,Мухиддин | Muxiddin,Муҳиддин | Muhiddin,,,https://t.me/xatoliklar/495,"[3574, 10714]"
Қай бири тўғри?,Хиёбон | Xiyobon,Ҳиёбон | Hiyobon,,,https://t.me/xatoliklar/498,"[8423, 6658]"
Қай бири тўғри?,Улгирмоқ | Ulgirmoq,Улгурмоқ | Ulgurmoq,,,https://t.me/xatoliklar/499,"[2848, 11584]"
Қай бири тўғри?,Тикан | Tikan,Тикон | Tikon,,,https://t.me/xatoliklar/504,"[9799, 5952]"
Қай бири тўғри?,Саловат | Salovat,Салавот | Salavot,,,https://t.me/xatoliklar/505,"[11951, 3740]"
Қай бири тўғри?,Баракот | Barakot,Барокат | Barokat,,,https://t.me/xatoliklar/506,"[6334, 9051]"
Қай бири тўғри?,Сарамжом | Saramjom,Саранжом | Saranjom,,,https://t.me/xatoliklar/509,"[3882, 10953]"
Қай бири тўғри?,Ақлли | Aqlli,Ақилли | Aqilli,,,https://t.me/xatoliklar/511,"[12750, 2284]"
Қай бири тўғри?,Шакил | Shakil,Шакл | Shakl,Иккови ҳам тўғри,,https://t.me/xatoliklar/514,"[685, 12034, 1544]"
Қай бири тўғри?,Сазовор | Sazovor,Сазовар | Sazovar,Сазавор | Sazavor,,https://t.me/xatoliklar/516,"[10227, 2237, 2750]"
Қай бири тўғри?,Лаънат | La’nat,Наълат | Na’lat,,,https://t.me/xatoliklar/519,"[14277, 941]"
Қай бири тўғри?,Қатъият | Qat’iyat,Қатъийят | Qat’iyyat,,,https://t.me/xatoliklar/524,"[13512, 1803]"
Қай бири тўғри?,Унутмоқ | Unutmoq,Унитмоқ | Unitmoq,,,https://t.me/xatoliklar/527,"[13190, 1405]"
Қай бири тўғри?,Насил | Nasil,Насл | Nasl,,,https://t.me/xatoliklar/529,"[1437, 13742]"
Қай бири тўғри?,Шубҳа | Shubha,Шубха | Shubxa,,,https://t.me/xatoliklar/531,"[11978, 4101]"
Қай бири тўғри?,Устомонлик | Ustomonlik,Устамонлик | Ustamonlik,,,https://t.me/xatoliklar/533,"[5174, 11119]"
Қай бири тўғри?,Баттар | Battar,Бадтар | Badtar,Иккови ҳам тўғри,,https://t.me/xatoliklar/535,"[13572, 1013, 2390]"
Қай бири тўғри?,Қовурға | Qovurg‘a,Қобирға | Qobirg‘a,Иккови ҳам тўғри,,https://t.me/xatoliklar/538,"[13049, 868, 4006]"
Офият — бу...,"Адолат, ҳақгўйлик","Соғлик, хотиржамлик","Хушмуомалалик, бағрикенглик",,https://t.me/xatoliklar/541,"[3783, 6315, 3566]"
Қай бири тўғри?,Татбиқ | Tatbiq,Тадбиқ | Tadbiq,,,https://t.me/xatoliklar/543,"[4293, 10913]"
Қай бири тўғри?,Дарс кетган пиёла | Dars ketgan piyola,Дарз кетган пиёла | Darz ketgan piyola,,,https://t.me/xatoliklar/545,"[2792, 11301]"
Қай бири тўғри?,Тафсилот | Tafsilot,Тавсилот | Tavsilot,,,https://t.me/xatoliklar/549,"[11171, 3885]"
Тўғри вариантни танланг.,Иложиси бор | Ilojisi bor,Иложи бор | Iloji bor,,,https://t.me/xatoliklar/55,"[722, 3241]"
Қай бири тўғри?,Олимпияда | Olimpiyada,Олимпиада | Olimpiada,,,https://t.me/xatoliklar/550,"[4148, 10909]"
